Nome,Versão,Nota,Posição Primaria,Posição Secundaria,Valor,Variação de Preço P+ou-,Liga,País,Clube,Skills,Perna Ruim,Tendencia ATK/DEF,Ritmo,Chute,Passe,Drible,Defesa,Fisico
Joe Gomez,Thunderstruck,87,CB,RB,92000,,Premier League,England,Liverpool,3,3,M \ M,86,37,79,80,87,85
Viktor Tsygankov,Thunderstruck,87,RM,"CM,CAM,RW",22000,3.30%,LALIGA EA SPORTS,Ukraine,Girona FC,4,4,H \ M,92,84,86,88,52,68
Jeremie Frimpong,Thunderstruck,87,RWB,"RB,RM",490000,1.41%,Bundesliga,Holland,Leverkusen,3,3,H \ M,97,63,80,88,81,76
Nabil Fekir,Thunderstruck,87,CAM,,229000,3.78%,LALIGA EA SPORTS,France,Real Betis,4,4,H \ M,87,85,86,91,43,84
Lars Ricken,Cover Star Icon,87,CAM,"RM,CF",22750,,Bundesliga,Germany,HERO,3,4,H \ M,86,87,83,85,60,68
Trent Alexander-Arnold,IF,87,RB,RWB,78000,,Premier League,England,Liverpool,3,4,H \ M,81,72,91,82,83,77
Christian Eriksen,Radioactive,87,CM,"CDM,CAM",34000,8.11%,Premier League,Denmark,Manchester Utd,4,5,M \ M,81,80,90,85,54,70
Asisat Oshoala,Radioactive,87,ST,CF,169000,9.14%,Liga F,Nigeria,FC Barcelona,4,4,H \ M,92,85,83,86,52,87
Noussair Mazraoui,Radioactive,87,RB,RWB,179000,,Bundesliga,Morocco,FC Bayern München,3,3,H \ L,91,70,82,85,82,80
Milan Škriniar,Radioactive,87,CB,,159950,,Ligue 1 Uber Eats,Slovakia,Paris SG,2,3,L \ H,83,44,70,71,87,86
Bukayo Saka,IF,87,RW,RM,50500,4.72%,Premier League,England,Arsenal,3,3,H \ M,87,83,81,88,62,72
Kieran Trippier,SIF,87,RB,RWB,60500,,Premier League,England,Newcastle Utd,3,4,M \ M,77,72,89,84,87,79
Toni Kroos,IF,87,CM,CDM,55500,,LALIGA EA SPORTS,Germany,Real Madrid,3,5,M \ M,70,82,91,83,71,72
Traoré Diarra,Player Moments SBC,87,RWB,"RM,RW,ST",114500,,Premier League,Spain,Fulham,4,3,H \ L,95,81,77,85,73,85
Ismaël Bennacer,Radioactive SBC,87,CDM,"CM,CAM",74000,,Serie A TIM,Algeria,Milan,4,3,H \ M,82,78,84,88,82,81
Henrik Larsson,Dynasties ICON,87,ST,CF,26250,,Icons,Sweden,EA FC ICONS,3,4,H \ H,88,87,74,84,46,73
Juan Sebastián Verón,Dynasties ICON,87,CM,CAM,30500,,Icons,Argentina,EA FC ICONS,3,4,M \ M,77,82,87,82,75,82
Marcus Thuram,Dynasties,87,ST,CF,23500,1.05%,Serie A TIM,France,Inter,4,4,H \ L,90,84,80,85,56,84
Ferland Mendy,Dynasties,87,LB,LWB,1050000,0.38%,LALIGA EA SPORTS,France,Real Madrid,4,5,H \ H,96,75,82,81,81,90
Édouard Mendy,Dynasties,87,GK,,15500,3.13%,ROSHN Saudi League,Senegal,Al Ahli,2,3,M \ M,84,83,86,88,40,87
Nico Schlotterbeck,Dynasties,87,CB,,65000,7.14%,Bundesliga,Germany,Borussia Dortmund,3,2,H \ H,81,65,72,77,87,85
Leroy Sané,Dynasties,87,RM,RW,78500,10.29%,Bundesliga,Germany,FC Bayern München,4,3,M \ M,93,85,84,88,41,76
Rasmus Højlund,Dynasties,87,ST,CF,85500,4.47%,Premier League,Denmark,Manchester Utd,4,4,H \ H,90,85,70,83,40,84
Luca Zidane,Dynasties,87,GK,,16250,5.80%,LALIGA HYPERMOTION,France,SD Eibar,2,3,M \ M,87,83,82,86,53,87
Khéphren Thuram,Dynasties,87,CM,CDM,297000,,Ligue 1 Uber Eats,France,OGC Nice,4,3,H \ H,80,80,84,85,83,87
Erling Haaland,Haaland Exclusive,87,ST,CF,0,,Premier League,Norway,Manchester City,3,3,H \ M,94,84,65,84,41,81
Taremi,UCL TOTGS,87,ST,CF,19000,,Liga Portugal,Iran,FC Porto,4,4,M \ M,84,87,82,87,43,80
Phil Foden,UCL TOTGS,87,CAM,"LM,RW,LW",112000,5.88%,Premier League,England,Manchester City,4,3,H \ H,84,82,85,91,61,64
Victor Boniface,UEL TOTGS,87,ST,CF,18000,,Bundesliga,Nigeria,Leverkusen,3,4,H \ M,87,87,78,84,52,91
Giovanni Di Lorenzo,UCL TOTGS SBC,87,RB,RWB,64099,,Serie A TIM,Italy,Napoli FC,3,3,H \ M,90,70,79,81,84,84
Magdalena Eriksson,Champions League,87,CB,LB,23000,,GPFBL,Sweden,FC Bayern München,2,3,M \ H,80,49,75,70,88,85
Julie Dufour,Champions League,87,LM,"RM,LW",18500,,D1 Arkema,France,Paris FC,4,3,H \ M,92,81,84,90,58,70
Min Jae Kim,IF,87,CB,,84000,,Bundesliga,Korea Republic,FC Bayern München,2,3,L \ H,84,36,61,68,88,87
Brahim Díaz,StPatrick SBC,87,CAM,"CF,RW",69750,,LALIGA EA SPORTS,Spain,Real Madrid,4,5,H \ M,88,80,85,90,35,57
Raphinha,Winter Wildcards,87,RW,RM,285000,1.72%,LALIGA EA SPORTS,Brazil,FC Barcelona,5,4,H \ H,93,82,81,90,57,77
Marcos Llorente,Winter Wildcards,87,LW,"RM,LM,RW",143000,4.67%,LALIGA EA SPORTS,Spain,Atlético de Madrid,4,5,H \ M,89,87,83,84,72,81
Enzo Fernández,Winter Wildcards,87,CM,CDM,85000,5.03%,Premier League,Argentina,Chelsea,3,5,H \ H,80,79,87,86,81,85
Kai Havertz,Winter Wildcards,87,LB,"LWB,LM",162050,5.03%,Premier League,Germany,Arsenal,4,4,M \ M,89,77,87,87,85,84
Nordi Mukiele,Winter Wildcards,87,RB,RWB,99000,2.94%,Ligue 1 Uber Eats,France,Paris SG,3,5,M \ H,89,53,89,88,82,82
Ellyes Skhiri,Winter Wildcards,87,CDM,CM,15000,3.23%,Bundesliga,Tunisia,Frankfurt,3,3,H \ H,80,99,80,81,85,80
Denis Zakaria,Winter Wildcards,87,CDM,CM,16250,,Ligue 1 Uber Eats,Switzerland,AS Monaco,3,3,H \ H,83,68,99,81,83,86
Deyna Castellanos,Winter Wildcards,87,CM,CAM,18000,,Barclays WSL,Venezuela,Manchester City,5,5,H \ M,80,84,83,88,78,77
William Saliba,Winter Wildcards,87,CB,,260000,7.14%,Premier League,France,Arsenal,2,3,M \ H,84,44,75,78,88,86
Adrien Rabiot,Winter Wildcards,87,CM,LM,28000,,Serie A TIM,France,Juventus,3,3,H \ H,81,80,83,83,86,87
Sadio Mané,IF,87,LM,ST,40000,,ROSHN Saudi League,Senegal,Al Nassr,4,4,M \ M,87,85,80,88,45,75
Artem Dovbyk,LaLiga POTM SBC,87,ST,CF,94400,,LALIGA EA SPORTS,Ukraine,Girona FC,3,4,H \ M,91,88,77,83,45,90
Cristhian Stuani,Objectives,87,ST,CF,0,,LALIGA EA SPORTS,Uruguay,Girona FC,4,4,H \ L,85,90,83,86,58,92
Morata,Versus Ice,87,ST,CF,16000,,LALIGA EA SPORTS,Spain,Atlético de Madrid,4,4,M \ M,87,88,76,87,35,83
Camavinga,Versus Ice,87,CDM,CM,241000,3.21%,LALIGA EA SPORTS,France,Real Madrid,4,3,H \ H,82,70,86,86,85,81
Morata,Versus Fire,87,ST,CF,17000,,LALIGA EA SPORTS,Spain,Atlético de Madrid,4,4,M \ M,89,86,77,84,35,86
Camavinga,Versus Fire,87,LB,LWB,167000,,LALIGA EA SPORTS,France,Real Madrid,4,3,H \ H,88,74,82,86,82,84
Dayot Upamecano,Versus Ice,87,CB,,0,,Bundesliga,France,FC Bayern München,3,4,M \ H,87,54,71,77,86,87
Dayot Upamecano,Versus Fire,87,RB,,327000,0.30%,Bundesliga,France,FC Bayern München,4,3,M \ H,89,73,83,87,85,86
Luis Muriel,Player Moments SBC,87,ST,CF,16700,0.30%,Serie A TIM,Colombia,Bergamo Calcio,4,4,H \ M,91,87,84,89,32,77
Rúben Neves,Player Moments SBC,87,CDM,CM,15700,,ROSHN Saudi League,Portugal,Al Hilal,3,4,M \ H,80,88,90,85,83,81
Mayra Ramírez,IF,87,ST,CF,32000,,Liga F,Colombia,Levante UD,4,3,H \ M,93,88,80,89,38,90
Theo Hernández,SIF,87,CB,"LB,LWB,LM",409000,,Serie A TIM,France,Milan,3,3,H \ M,95,73,80,83,82,86
Christian Pulisic,SBC,87,RW,"RM,LM,LW",83050,,Serie A TIM,United States,Milan,4,4,H \ M,93,83,81,91,45,65
Christian Günter,Versus Ice,87,RB,"RWB,RM",18750,1.32%,Bundesliga,Germany,SC Freiburg,4,4,H \ H,90,74,83,80,79,89
Richarlison,Versus Ice,87,ST,CF,25250,1.94%,Premier League,Brazil,Spurs,4,5,H \ M,87,88,76,85,64,85
Jérémie Boga,Objectives,87,LM,"CF,ST,LW",0,,Ligue 1 Uber Eats,Côte d'Ivoire,OGC Nice,4,4,H \ M,93,85,83,89,43,74
Richarlison,Versus Fire,87,LW,"LM,RW",28250,,Premier League,Brazil,Spurs,4,5,H \ M,89,83,82,87,64,81
Christian Günter,Versus Fire,87,LB,"LWB,LM",18500,,Bundesliga,Germany,SC Freiburg,4,4,H \ H,90,70,75,82,81,85
Isco,Versus Ice,87,CAM,"RM,CM",16250,,LALIGA EA SPORTS,Spain,Real Betis,4,4,M \ M,81,83,87,87,73,82
Moussa Diaby,Versus Ice,87,RM,RW,134000,,Premier League,France,Aston Villa,4,4,H \ M,95,80,80,88,47,60
Moussa Diaby,Versus Fire,87,LM,"LWB,LW",147000,3.29%,Premier League,France,Aston Villa,4,4,H \ M,95,83,76,86,45,65
Isco,Versus Fire,87,CAM,"CM,LM",20750,,LALIGA EA SPORTS,Spain,Real Betis,4,4,M \ M,85,83,85,89,81,73
Danny Welbeck,Flashback SBC,87,ST,CF,67100,,Premier League,England,Brighton,4,4,H \ H,91,88,83,89,48,80
Exequiel Palacios,SIF,87,CM,"CDM,CAM",29750,,Bundesliga,Argentina,Leverkusen,3,4,M \ H,73,82,86,88,87,83
Federico Dimarco,SIF,87,LWB,"CB,LB,LM",29500,,Serie A TIM,Italy,Inter,3,2,H \ M,88,76,85,84,82,80
DaMarcus Beasley,Hero,86,LM,"LB,LW",34250,7.43%,Eredivisie,United States,HERO,3,4,M \ H,93,78,80,87,75,75
Jude Bellingham,normal,86,CM,,11500,,LALIGA EA SPORTS,England,Real Madrid,4,4,H \ H,76,75,79,85,78,82
Selma Bacha,normal,86,LB,"LWB,LW",9600,,D1 Arkema,France,OL,4,3,H \ H,87,72,84,82,79,78
Trent Alexander-Arnold,normal,86,RB,RWB,8600,,Premier League,England,Liverpool,3,4,H \ M,76,69,90,79,80,73
Christopher Nkunku,normal,86,CF,"CAM,ST",9400,,Premier League,France,Chelsea,5,3,M \ M,82,81,83,88,62,67
Andrew Robertson,normal,86,LB,LWB,9100,,Premier League,Scotland,Liverpool,3,2,H \ H,80,61,82,81,81,77
Sandro Tonali,normal,86,CDM,CM,9100,,Premier League,Italy,Newcastle Utd,3,4,M \ H,84,74,81,81,82,84
Lauren Hemp,normal,86,LW,LM,9100,2.15%,Barclays WSL,England,Manchester City,4,3,H \ H,90,76,84,87,63,68
Jill Roord,normal,86,CAM,"CM,RW",9000,,Barclays WSL,Holland,Manchester City,4,4,H \ M,77,84,84,85,52,73
Mary Earps,normal,86,GK,,9500,,Barclays WSL,England,Manchester Utd,1,3,M \ M,83,83,83,85,41,85
Kim Little,normal,86,CM,"CDM,CAM",9200,,Barclays WSL,Scotland,Arsenal,3,4,H \ M,76,78,83,88,62,66
Vivianne Miedema,normal,86,ST,"CAM,CF",9200,,Barclays WSL,Holland,Arsenal,4,4,H \ M,82,85,70,86,32,81
Ashley Lawrence,normal,86,RB,RWB,8900,,Barclays WSL,Canada,Chelsea,3,4,H \ M,86,67,82,80,82,78
Cristiano Ronaldo,normal,86,ST,CF,9100,,ROSHN Saudi League,Portugal,Al Nassr,5,4,H \ L,77,88,75,80,34,74
Bukayo Saka,normal,86,RW,RM,9200,,Premier League,England,Arsenal,3,3,H \ M,85,81,79,87,60,70
Toni Kroos,normal,86,CM,CDM,8800,,LALIGA EA SPORTS,Germany,Real Madrid,3,5,M \ M,51,80,90,81,70,71
Éder Militão,normal,86,CB,,15500,,LALIGA EA SPORTS,Brazil,Real Madrid,2,3,M \ H,85,50,69,71,86,82
Ronald Araujo,normal,86,CB,RB,9000,,LALIGA EA SPORTS,Uruguay,FC Barcelona,2,3,M \ H,79,51,65,62,86,84
João Cancelo,normal,86,LB,"RB,LWB",0,,Premier League,Portugal,Manchester City,4,4,H \ L,81,73,85,84,80,72
Pedri,normal,86,CM,,9000,5.26%,LALIGA EA SPORTS,Spain,FC Barcelona,4,4,H \ H,78,69,82,88,70,74
Ilkay Gündogan,normal,86,CM,CDM,9500,,LALIGA EA SPORTS,Germany,FC Barcelona,4,4,H \ M,62,81,84,86,72,73
Parejo,normal,86,CM,CDM,9000,,LALIGA EA SPORTS,Spain,Villarreal CF,3,4,M \ M,49,83,90,80,73,69
N'Golo Kanté,normal,86,CDM,CM,8700,3.33%,ROSHN Saudi League,France,Al Ittihad,2,3,M \ H,69,65,73,80,85,77
Sadio Mané,normal,86,CF,"LM,ST",8800,5.38%,ROSHN Saudi League,Senegal,Al Nassr,4,4,M \ M,85,83,79,87,44,74
Sergej Milinkovic-Savic,normal,86,CM,,8900,,ROSHN Saudi League,Serbia,Al Hilal,4,5,H \ M,68,80,82,82,79,86
Riyad Mahrez,normal,86,RM,RW,9000,,ROSHN Saudi League,Algeria,Al Ahli,5,4,M \ M,79,81,81,89,38,60
Matthijs de Ligt,normal,86,CB,,8800,,Bundesliga,Holland,FC Bayern München,2,3,M \ H,66,61,64,68,85,86
Jamal Musiala,normal,86,CAM,"CM,LM",8700,,Bundesliga,Germany,FC Bayern München,5,4,M \ M,85,75,76,91,63,61
Lea Schüller,normal,86,ST,CF,9200,,GPFBL,Germany,FC Bayern München,3,3,M \ L,86,83,70,81,33,73
Mallory Swanson,normal,86,LW,"LM,CF",9800,,NWSL,United States,Chicago Red Stars,4,5,H \ M,93,82,82,84,42,71
Lindsey Horan,normal,86,CM,,9500,,D1 Arkema,United States,OL,4,3,H \ M,78,84,86,84,63,78
Grace Geyoro,normal,86,CM,CDM,8900,,D1 Arkema,France,Paris SG,3,3,H \ H,77,72,82,82,83,78
Sakina Karchaoui,normal,86,LB,LWB,8900,2.20%,D1 Arkema,France,Paris SG,4,4,H \ M,89,61,82,87,79,65
Ousmane Dembélé,normal,86,RW,"RM,LW",9300,,Ligue 1 Uber Eats,France,Paris SG,5,5,H \ M,93,77,81,87,36,57
Rafael Leão,normal,86,LW,"LM,CF,ST",9400,,Serie A TIM,Portugal,Milan,4,4,M \ L,93,80,75,87,27,76
Nicolò Barella,normal,86,CM,,8900,,Serie A TIM,Italy,Inter,3,3,H \ H,78,78,82,85,78,80
Khvicha Kvaratskhelia,normal,86,LW,"LM,RW",9300,,Serie A TIM,Georgia,Napoli FC,5,5,M \ M,84,80,81,87,41,71
Wojciech Szczesny,normal,86,GK,,8800,,Serie A TIM,Poland,Juventus,1,3,M \ M,86,83,73,87,49,86
Paulo Dybala,normal,86,CF,"CAM,ST",9200,,Serie A TIM,Argentina,Roma FC,4,3,H \ L,80,85,85,90,40,60
Marco Verratti,normal,86,CM,CDM,26750,6.14%,Ligue 1 Uber Eats,Italy,Paris SG,4,4,M \ H,57,61,87,91,79,66
Cristiana Girelli,normal,86,ST,CF,9400,,Calcio A Femminile,Italy,Juventus,3,4,H \ M,81,85,71,81,46,78
Juan Sebastián Verón,Icon,86,CM,CAM,65000,5.80%,Icons,Argentina,EA FC ICONS,3,4,M \ M,75,81,86,81,73,81
Ashley Cole,Icon,86,LB,LWB,90500,,Icons,England,EA FC ICONS,3,2,H \ M,87,65,79,80,84,77
Michael Essien,Icon,86,CDM,CM,127000,7.30%,Icons,Ghana,EA FC ICONS,3,4,H \ H,82,73,77,78,85,86
Henrik Larsson,Icon,86,ST,CF,65000,2.99%,Icons,Sweden,EA FC ICONS,3,4,H \ H,87,86,73,82,45,71
Hernán Crespo,Icon,86,ST,CF,65000,1.52%,Icons,Argentina,EA FC ICONS,4,4,M \ L,86,86,70,85,36,70
Sol Campbell,Icon,86,CB,,75000,3.85%,Icons,England,EA FC ICONS,2,3,L \ M,81,45,60,58,87,88
Roy Keane,Icon,86,CM,,65000,5.11%,Icons,Republic of Ireland,EA FC ICONS,2,3,M \ H,72,69,82,78,84,87
Gennaro Gattuso,Icon,86,CDM,CM,65000,5.11%,Icons,Italy,EA FC ICONS,2,3,M \ H,73,62,69,70,88,87
Gianluca Zambrotta,Icon,86,RB,"RWB,LB",143000,1.38%,Icons,Italy,EA FC ICONS,4,5,H \ M,87,69,80,81,84,82
Luis Hernández,Icon,86,ST,CF,65000,2.26%,Icons,Mexico,EA FC ICONS,4,3,H \ M,89,85,71,86,45,67
Robbie Keane,Hero,86,ST,CF,21000,1.18%,Premier League,Republic of Ireland,HERO,4,4,H \ M,87,88,76,88,45,76
Ludovic Giuly,Hero,86,RM,RW,15000,,Ligue 1 Uber Eats,France,HERO,4,4,H \ M,88,83,81,85,49,58
Ole Gunnar Solskjær,Hero,86,ST,CF,12000,,Premier League,Norway,HERO,3,4,H \ M,85,88,75,84,45,66
Nwankwo Kanu,Hero,86,CF,ST,11750,,Premier League,Nigeria,HERO,3,3,M \ M,79,85,81,87,40,75
Freddie Ljungberg,Hero,86,LM,"RM,LW",14000,,Premier League,Sweden,HERO,4,4,M \ M,87,81,82,86,45,77
Landon Donovan,Hero,86,CF,"RM,CAM,ST",12000,,MLS,United States,HERO,4,4,M \ M,89,86,81,85,46,70
Aleksandr Mostovoi,Hero,86,CAM,LM,12000,,LALIGA EA SPORTS,Russia,HERO,4,5,H \ M,78,83,86,88,62,77
Tomáš Rosický,Hero,86,CAM,"RM,CM",14250,,Premier League,Czech Republic,HERO,4,3,H \ M,83,81,86,88,57,69
Dirk Kuyt,Hero,86,CAM,CM,12250,3.92%,Eredivisie,Holland,HERO,3,3,H \ H,84,88,80,83,70,82
Joan Capdevila Méndez,Hero,86,LB,LWB,39500,3.92%,LALIGA EA SPORTS,Spain,HERO,3,3,H \ M,84,76,81,79,85,80
Sidney Govou,Hero,86,ST,"RM,CF",28000,3.92%,Ligue 1 Uber Eats,France,HERO,4,3,H \ M,89,89,80,88,55,70
Jerzy Dudek,Hero,86,GK,,17500,,Premier League,Poland,HERO,1,3,M \ M,86,83,78,90,60,85
Ledley King,Hero,86,CB,,42250,6.11%,Premier League,England,HERO,2,4,M \ H,80,55,69,72,89,80
Sami Al-Jaber,Hero,86,ST,CF,12250,,ROSHN Saudi League,Saudi Arabia,HERO,3,3,H \ M,88,86,75,83,44,71
Ramires Santos do Nascimen.,Hero,86,CDM,RM,251000,6.34%,Premier League,Brazil,HERO,4,3,H \ H,88,78,80,81,84,83
Ji Sung Park,Hero,86,LM,"RM,LW",17500,,Premier League,Korea Republic,HERO,3,4,H \ H,85,80,83,85,78,81
Włodzimierz Smolarek,Hero,86,ST,"CF,LW",20000,9.09%,Bundesliga,Poland,HERO,3,3,H \ M,91,85,80,90,41,83
John Arne Riise,Hero,86,LB,"LWB,LM",30500,,Premier League,Norway,HERO,3,2,H \ M,83,81,81,80,81,86
Sonia Bompastor,Hero,86,LB,"LWB,LM",34000,1.45%,D1 Arkema,France,HERO,3,3,H \ H,87,80,85,85,82,74
João Cancelo,Normal,86,LB,"RB,LWB",8700,1.45%,LALIGA EA SPORTS,Portugal,FC Barcelona,4,4,H \ L,81,73,85,84,80,72
James Maddison,PL POTM SBC,86,CAM,"RM,CM",62600,1.45%,Premier League,England,Spurs,4,4,H \ M,75,84,88,88,57,66
Kieran Trippier,IF,86,RB,RWB,39500,8.14%,Premier League,England,Newcastle Utd,3,4,M \ M,70,66,87,80,84,73
Kiliann Sildillia,Europa League,86,RB,"RWB,CB,RM",15000,10.45%,Bundesliga,France,SC Freiburg,2,3,M \ M,84,44,74,79,86,85
Pierre Kalulu,Champions League,86,CB,RB,27000,7.69%,Serie A TIM,France,Milan,2,3,M \ H,83,60,79,80,86,84
Bruno Guimarães,Champions League SBC,86,CM,CDM,255250,7.69%,Premier League,Brazil,Newcastle Utd,3,3,H \ H,76,80,84,86,82,84
Grimaldo,IF,86,LWB,"LB,LM",42750,,Bundesliga,Spain,Leverkusen,3,2,H \ M,90,71,85,86,80,75
Melvine Malard,Champions League,86,LW,"LM,ST",13750,,Barclays WSL,France,Manchester Utd,3,4,M \ M,85,83,82,88,44,70
Sergiño Dest,Champions League,86,RB,"RWB,LB,RM",20750,10.75%,Eredivisie,United States,PSV,4,4,H \ L,93,70,83,92,80,77
Piero Hincapié,Europa League,86,CB,,29750,0.83%,Bundesliga,Ecuador,Leverkusen,3,2,M \ H,87,49,75,80,86,85
Romelu Lukaku,IF,86,ST,CF,38500,,Serie A TIM,Belgium,Roma FC,3,4,M \ L,82,87,77,80,40,84
Kingsley Coman,IF,86,RM,"LM,RW,LW",110000,,Bundesliga,France,FC Bayern München,5,3,M \ M,90,78,81,88,31,63
Héctor Bellerín Moruno,Europa League,86,RB,RWB,28300,,LALIGA EA SPORTS,Spain,Real Betis,3,2,H \ L,90,60,80,85,82,75
Callum Wilson,Trailblazers,86,ST,CF,0,,Premier League,England,Newcastle Utd,3,3,H \ M,86,88,71,85,46,81
Henrikh Mkhitaryan,Trailblazers,86,CAM,"CDM,CM",21000,3.45%,Serie A TIM,Armenia,Inter,4,5,M \ M,82,83,86,87,67,77
Giovanni Di Lorenzo,Trailblazers,86,RB,RWB,25500,8.93%,Serie A TIM,Italy,Napoli FC,3,3,H \ M,86,68,78,80,83,83
Jules Koundé,Trailblazers,86,CB,RB,325000,6.07%,LALIGA EA SPORTS,France,FC Barcelona,3,3,H \ H,85,46,70,76,87,82
Dante,Trailblazers,86,CB,,30000,,Ligue 1 Uber Eats,Brazil,OGC Nice,3,4,L \ H,70,54,72,70,85,85
Eugénie Le Sommer,Trailblazers SBC,86,ST,"CF,LW",20750,6.07%,D1 Arkema,France,OL,4,5,M \ H,80,87,80,87,44,73
Megan Rapinoe,IF,86,LM,LW,57500,,NWSL,United States,OL Reign,4,5,H \ M,75,86,85,87,47,73
James Ward-Prowse,Trailblazers,86,CM,,18250,1.35%,Premier League,England,West Ham,3,3,H \ H,80,78,90,81,72,78
Julian Brandt,Trailblazers,86,CAM,"RM,CM",16000,,Bundesliga,Germany,Borussia Dortmund,4,4,M \ M,78,82,87,88,53,72
Exequiel Palacios,Trailblazers,86,CM,"CDM,CAM",0,,Bundesliga,Argentina,Leverkusen,3,4,M \ H,73,79,85,86,85,80
Leon Goretzka,IF,86,CM,CDM,41000,7.34%,Bundesliga,Germany,FC Bayern München,3,4,H \ M,80,82,83,84,81,87
Fikayo Tomori,FUT Centurions,86,CB,,206000,5.94%,Serie A TIM,England,Milan,2,4,M \ H,87,43,62,68,88,84
Danilo Pereira,FUT Centurions,86,CDM,CB,0,,Ligue 1 Uber Eats,Portugal,Paris SG,3,3,M \ H,75,70,77,79,86,89
Alexandre Lacazette,FUT Centurions,86,ST,CF,16750,10.67%,Ligue 1 Uber Eats,France,OL,4,4,H \ H,85,87,80,86,46,80
Katie McCabe,IF,86,LB,"LWB,LM,LW",56000,8.20%,Barclays WSL,Republic of Ireland,Arsenal,4,3,H \ M,82,75,81,81,82,84
Frank Onyeka,Dynamic Duos,86,CDM,CM,0,,Premier League,Nigeria,Brentford,3,3,H \ H,86,72,75,78,80,86
Largie Ramazani,Dynamic Duos,86,RM,"LM,RW,ST",0,,LALIGA EA SPORTS,Belgium,UD Almería,3,4,H \ M,91,81,76,86,48,73
Davy Klaassen,Dynamic Duos,86,CM,CAM,0,,Serie A TIM,Holland,Inter,3,3,H \ M,75,88,82,82,81,87
Vangelis Pavlidis,Eredivisie POTM SBC,86,ST,CF,35650,8.20%,Eredivisie,Greece,AZ,4,4,H \ M,80,86,77,86,53,89
Jarrod Bowen,FUT Centurions,86,RM,RW,0,,Premier League,England,West Ham,4,3,H \ M,86,86,83,89,52,74
Federico Chiesa,FUT Centurions,86,LM,"RW,LW",91000,7.14%,Serie A TIM,Italy,Juventus,4,4,H \ M,92,84,78,88,55,77
Timo Werner,FUT Centurions,86,ST,"CF,LW",42000,6.67%,Bundesliga,Germany,RB Leipzig,3,4,H \ M,94,84,77,85,40,75
Salma Celeste Paralluelo Ayingono,IF,86,LW,"LM,RW",47000,,Liga F,Spain,FC Barcelona,4,4,M \ M,95,84,80,86,51,78
Simon Banza,IF,86,ST,CF,50500,,Liga Portugal,Congo DR,SC Braga,3,4,H \ L,83,86,65,85,40,85
Hakan Çalhanoglu,IF,86,CDM,CM,75000,7.41%,Serie A TIM,Turkey,Inter,4,4,H \ M,72,83,88,87,73,70
Millie Bright,IF,86,CB,,0,,Barclays WSL,England,Chelsea,2,4,L \ H,70,51,70,60,87,88
Negredo,FUT Centurions SBC,86,ST,CF,17400,7.41%,LALIGA EA SPORTS,Spain,Cádiz CF,4,3,H \ L,81,89,74,80,46,87
Presnel Kimpembe,Triple Threat,86,CB,,324000,,Ligue 1 Uber Eats,France,Paris SG,2,3,M \ H,83,48,72,74,85,90
Carvajal,Triple Threat,86,RB,RWB,57000,,LALIGA EA SPORTS,Spain,Real Madrid,3,3,M \ M,87,60,80,83,82,84
Alex Greenwood,Triple Threat,86,CB,LB,18500,10.84%,Barclays WSL,England,Manchester City,2,3,M \ H,79,67,82,77,87,84
Fran Kirby,Triple Threat,86,CAM,RW,53000,,Barclays WSL,England,Chelsea,4,4,H \ M,88,86,81,90,44,60
Leicy Santos,Triple Threat,86,CAM,CM,105950,10.84%,Liga F,Colombia,Atlético de Madrid,3,4,H \ M,85,81,87,88,66,81
Mario Hermoso,Triple Threat,86,CB,,76150,10.84%,LALIGA EA SPORTS,Spain,Atlético de Madrid,2,3,M \ H,80,53,80,80,85,83
Erin Cuthbert,Champions League SBC,86,CM,CDM,36800,10.84%,Barclays WSL,Scotland,Chelsea,4,3,H \ M,83,85,86,86,81,73
Federico Dimarco,IF,86,LWB,"CB,LB,LM",30500,3.17%,Serie A TIM,Italy,Inter,3,2,H \ M,86,75,84,83,80,79
Odilon Kossounou,IF,86,CB,RWB,46500,1.06%,Bundesliga,Côte d'Ivoire,Leverkusen,2,3,L \ H,85,42,70,76,84,86
Lynn Williams,IF,86,LM,"CF,ST,LW",82000,1.20%,NWSL,United States,NJ/NY Gotham,4,3,H \ M,93,86,78,84,50,77
Rodrygo,IF,86,ST,"RM,RW,LW",42000,1.20%,LALIGA EA SPORTS,Brazil,Real Madrid,4,4,M \ M,89,83,80,88,32,63
Diogo Jota,FC Pro Upgrade,86,CF,"ST,LW",0,,Premier League,Portugal,Liverpool,4,5,H \ H,85,85,76,86,58,80
Yann Karamoh,FC Pro,86,CF,"LM,ST",12750,,Serie A TIM,France,Torino,4,4,H \ M,91,84,80,89,43,77
Kalvin Phillips,FC Pro,86,CDM,CM,47000,,Premier League,England,Manchester City,3,3,M \ H,77,72,84,83,86,82
Ivan Ricardo Cavaleiro,FC Pro,86,LM,"RM,ST,LW",17000,,Ligue 1 Uber Eats,Portugal,LOSC Lille,4,3,M \ M,92,86,82,88,51,87
Jean-Victor Makengo,FC Pro,86,CM,"CB,CDM",14500,,Ligue 1 Uber Eats,France,FC Lorient,3,3,H \ H,79,80,85,86,85,84
Denis Genreau,FC Pro,86,CM,"LM,CAM",36450,,Ligue 1 Uber Eats,Australia,Toulouse FC,3,3,M \ M,81,84,88,87,81,83
Isak Hien,FC Pro SBC,86,CB,CDM,47600,,Serie A TIM,Sweden,Hellas Verona,2,3,L \ H,83,47,60,67,86,88
